,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID,SourceID,BatchID,Duration.days,PondID,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,NH4.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW,SiteID2,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s)
7738,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,14.64,17.6,12.0,54755.77,7.77,95.68,36.23,
7739,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,14.33,17.2,11.2,54258.43,7.9,96.6,35.88,
7740,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,11.76,14.9,9.6,55182.97,8.26,96.03,36.43,
7741,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,11.61,15.9,8.0,55875.37,8.35,97.0,36.92,
7742,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,10.84,15.5,6.6,56538.61,8.47,97.01,37.34,
7743,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,11.69,16.2,7.1,54394.53,8.18,94.25,35.81,
7744,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,12.02,14.9,9.6,54606.13,8.02,93.34,36.02,
7745,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,10.5,10.6,10.4,54910.21,7.7,87.0,36.2,
7746,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,11.48,16.6,6.6,55233.61,8.17,94.1,36.4,
7747,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,16.09,17.7,14.9,41637.69,7.71,92.0,26.75,
7748,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,P6,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.336,,0.03,CELL,11.25,13.4,10.1,48175.08,8.44,94.06,31.29,
7799,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,21.41,26.5,16.4,52604.94,6.98,97.86,34.7,505.22
7800,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,26.24,29.94,23.01,54469.85,6.46,97.87,36.01,
7801,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,27.15,32.44,22.9,60198.84,6.68,106.71,40.29,
7802,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,,,,57311.12,8.06,104.65,38.22,
7803,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,15.17,17.8,12.6,51075.49,8.67,106.74,33.54,
7804,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,21.57,24.2,19.5,42933.02,7.9,105.67,27.67,
7805,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,23.54,30.4,17.8,45095.53,8.71,122.91,29.17,
7806,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,23.2,23.7,22.3,34254.23,8.42,111.59,21.53,
7807,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,,,,54162.61,8.65,131.05,35.8,
7808,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,,,,44713.05,6.97,105.4,28.83,
7809,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,14.09,19.4,11.2,55706.38,8.42,103.35,36.91,
7810,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,11.03,15.5,7.9,56174.33,8.48,97.49,37.09,
7811,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,10.89,15.8,6.3,56671.75,8.55,97.99,37.43,
7812,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,11.58,14.7,8.3,55460.86,8.34,96.6,36.61,
7813,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,14.64,17.6,12.0,54755.77,7.77,95.68,36.23,
7814,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,14.33,17.2,11.2,54258.43,7.9,96.6,35.88,
7815,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,11.76,14.9,9.6,55182.97,8.26,96.03,36.43,
7816,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,11.61,15.9,8.0,55875.37,8.35,97.0,36.92,
7817,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,10.84,15.5,6.6,56538.61,8.47,97.01,37.34,
7818,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,11.69,16.2,7.1,54394.53,8.18,94.25,35.81,
7819,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,12.02,14.9,9.6,54606.13,8.02,93.34,36.02,
7820,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,10.5,10.6,10.4,54910.21,7.7,87.0,36.2,
7821,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,11.48,16.6,6.6,55233.61,8.17,94.1,36.4,
7822,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,16.09,17.7,14.9,41637.69,7.71,92.0,26.75,
7823,,,,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,27.67,P6,2015-06-08,"NO3, 3x, 0.214",3.0069444439999997,8.0,512.5,0.24380952399999997,124.952381,22.4,0.9,7.99,35.8,22.6,2.35,0.43,0.09,11.11,57.82,1654.0,0.26,2.2,0.24,1.79,6.21,0.53,2.0,0.086,,0.005,GT,11.25,13.4,10.1,48175.08,8.44,94.06,31.29,
7824,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,27.78,32.98,23.59,53545.84,7.04,111.01,35.39,
7825,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,28.84,34.26,24.84,51667.72,7.58,119.95,33.95,
7826,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,26.57,31.96,23.35,54799.65,7.79,120.53,36.24,
7827,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,26.02,31.31,23.12,56110.45,6.27,96.52,37.24,
7828,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,25.08,32.49,19.39,55464.69,9.13,139.4,36.76,
7829,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,28.16,33.08,23.68,54906.37,6.66,106.46,36.27,
7830,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,23.83,28.34,20.2,54915.8,5.97,87.9,36.39,
7831,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,16.79,22.6,12.0,49449.53,12.97,162.44,32.5,
7832,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,4.96,9.4,0.4,54534.74,10.2,100.85,35.2,
7833,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,5.7,7.2,4.3,54876.97,8.92,90.22,35.63,
7834,42.36,15.34,7.12,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,18.77,P4,2014-04-23,"3x, 0.11",18.77083333,1.0,512.5,0.584796296,299.7081019,24.5,,7.71,34.4,8.3,43.72,6.52,0.87,0.39,111.27,276.0,0.63,0.35,0.58,0.33,6.66,3.19,0.44,,,0.008,CP,30.39,34.2,26.8,55829.18,7.85,128.19,36.89,
7846,45.74,14.81,7.67,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P1,2014-04-30,"1x, 0.11",7.0,2.0,768.75,0.36186666700000003,278.185,24.0,0.51,8.02,34.0,12.8,47.01,4.86,0.33,1.73,318.63,279.0,0.39,0.84,0.36,1.21,6.22,1.95,0.43,0.02,,0.055,CP,16.94,22.4,9.8,32569.33,6.48,77.64,21.41,
7848,43.42,15.4,9.52,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P4,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.32068254,82.17490079,24.25,0.77,7.75,37.4,12.8,7.73,59.35,2.2,0.82,7.78,282.0,0.34,1.59,0.32,0.66,5.69,1.76,0.6,0.032,,0.003,CP,,,,42999.22,5.53,75.56,27.69,
7849,43.42,15.4,9.52,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P4,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.32068254,82.17490079,24.25,0.77,7.75,37.4,12.8,7.73,59.35,2.2,0.82,7.78,282.0,0.34,1.59,0.32,0.66,5.69,1.76,0.6,0.032,,0.003,CP,27.24,32.73,22.55,52256.13,7.25,112.28,34.33,
7850,43.42,15.4,9.52,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P4,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.32068254,82.17490079,24.25,0.77,7.75,37.4,12.8,7.73,59.35,2.2,0.82,7.78,282.0,0.34,1.59,0.32,0.66,5.69,1.76,0.6,0.032,,0.003,CP,27.23,32.77,23.54,52737.11,8.58,134.89,34.69,
7851,43.42,15.4,9.52,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P4,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.32068254,82.17490079,24.25,0.77,7.75,37.4,12.8,7.73,59.35,2.2,0.82,7.78,282.0,0.34,1.59,0.32,0.66,5.69,1.76,0.6,0.032,,0.003,CP,28.86,34.49,24.34,53689.05,7.1,115.08,35.34,
7852,43.42,15.4,9.52,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P4,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.32068254,82.17490079,24.25,0.77,7.75,37.4,12.8,7.73,59.35,2.2,0.82,7.78,282.0,0.34,1.59,0.32,0.66,5.69,1.76,0.6,0.032,,0.003,CP,21.22,26.56,16.92,49265.11,8.26,113.43,32.24,
7853,43.42,15.4,9.52,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P4,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.32068254,82.17490079,24.25,0.77,7.75,37.4,12.8,7.73,59.35,2.2,0.82,7.78,282.0,0.34,1.59,0.32,0.66,5.69,1.76,0.6,0.032,,0.003,CP,23.94,29.29,19.52,54532.09,7.3,107.44,36.1,
7854,43.42,15.4,9.52,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P4,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.32068254,82.17490079,24.25,0.77,7.75,37.4,12.8,7.73,59.35,2.2,0.82,7.78,282.0,0.34,1.59,0.32,0.66,5.69,1.76,0.6,0.032,,0.003,CP,13.31,17.0,12.5,52838.49,8.69,103.76,34.79,
7855,43.42,15.4,9.52,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P4,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.32068254,82.17490079,24.25,0.77,7.75,37.4,12.8,7.73,59.35,2.2,0.82,7.78,282.0,0.34,1.59,0.32,0.66,5.69,1.76,0.6,0.032,,0.003,CP,6.27,10.7,2.0,53911.76,10.1,103.01,34.93,
7856,43.42,15.4,9.52,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P4,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.32068254,82.17490079,24.25,0.77,7.75,37.4,12.8,7.73,59.35,2.2,0.82,7.78,282.0,0.34,1.59,0.32,0.66,5.69,1.76,0.6,0.032,,0.003,CP,5.1,8.6,1.7,54204.26,10.24,101.8,35.03,
7866,43.9,15.34,9.92,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P5,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.310285714,79.51071429,24.75,0.26,8.03,39.7,12.8,13.21,60.76,1.21,0.15,24.24,283.0,0.33,1.04,0.31,0.66,5.62,1.72,0.81,,,0.006,CP,20.8,26.9,15.2,47963.57,8.83,120.48,31.28,
7867,43.9,15.34,9.92,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P5,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.310285714,79.51071429,24.75,0.26,8.03,39.7,12.8,13.21,60.76,1.21,0.15,24.24,283.0,0.33,1.04,0.31,0.66,5.62,1.72,0.81,,,0.006,CP,20.77,27.8,15.7,52019.28,8.84,124.01,34.27,
7868,43.9,15.34,9.92,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P5,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.310285714,79.51071429,24.75,0.26,8.03,39.7,12.8,13.21,60.76,1.21,0.15,24.24,283.0,0.33,1.04,0.31,0.66,5.62,1.72,0.81,,,0.006,CP,21.33,27.6,14.6,53070.29,10.1,143.32,35.02,
7869,43.9,15.34,9.92,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P5,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.310285714,79.51071429,24.75,0.26,8.03,39.7,12.8,13.21,60.76,1.21,0.15,24.24,283.0,0.33,1.04,0.31,0.66,5.62,1.72,0.81,,,0.006,CP,11.47,14.7,9.5,51037.73,8.8,99.92,33.38,
7870,43.9,15.34,9.92,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P5,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.310285714,79.51071429,24.75,0.26,8.03,39.7,12.8,13.21,60.76,1.21,0.15,24.24,283.0,0.33,1.04,0.31,0.66,5.62,1.72,0.81,,,0.006,CP,26.65,30.42,24.22,1378.12,5.12,64.28,0.69,
7871,43.9,15.34,9.92,APR032014,KA32,KA32_03122014,KA32-04042014_Pond,25.77,P5,2014-04-30,"3x, 0.11",1.9791666669999999,4.0,256.25,0.310285714,79.51071429,24.75,0.26,8.03,39.7,12.8,13.21,60.76,1.21,0.15,24.24,283.0,0.33,1.04,0.31,0.66,5.62,1.72,0.81,,,0.006,CP,18.55,24.8,13.5,50626.05,8.71,115.29,33.23,
