ExperimentID,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID_x,SourceID,BatchID,Duration.days,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH_x,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.utilized.g,NO3.demand.g.N.g.AFDW,NH4.utilized.g,P.demand.g.P.g.AFDW,SiteID2,PondID,StrainID_y,pH_y,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s),SiteID,Date,AirTemp(C),RH(%),GlobalLightEnergy(W.m2),WindSpeed(km.hr),WDir(deg),Precip.tot(cm),ExperimentPondID
SEP102014,,,,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,17.69,2014-09-29,,,,,,,23.75,0.08,8.1,35.4,31.0,65.66,0.37,10.04,0.01,14.48,586.0,0.09,1.32,0.09,1.1,-3.84,0.13,0.0,,,,,CELL,P5,KA32,7.8,27.44,33.22,23.68,54437.86,6.66,104.02,35.95,,CELL,2014-09-29,27.7,78.59,261.74,4.72,161.64,0.0,SEP102014P5
SEP102014,,,,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,17.69,2014-09-29,,,,,,,22.75,0.33,8.0,36.6,30.8,56.56,0.43,8.8,0.0,14.23,587.0,0.06,0.1,0.07,1.83,-6.05,0.33,0.3,,,,,CELL,P6,KA32,7.68,27.28,32.82,23.71,55915.67,4.78,74.62,37.05,,CELL,2014-09-29,27.7,78.59,261.74,4.72,161.64,0.0,SEP102014P6
JUN112014,43.22,8.0,10.61,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,7.73,2014-06-20,,,,,,,23.5,,8.06,35.0,20.9,43.85,0.92,5.37,0.02,18.07,589.0,0.33,7.57,0.36,0.11,-8.65,0.92,0.25,,0.021,,0.004,CELL,P1,KA32,7.9,24.89,32.45,19.97,52345.59,8.84,132.09,34.49,,CELL,2014-06-20,26.35,67.88,319.99,3.06,182.3,0.0,JUN112014P1
JUN112014,40.71,7.79,11.49,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,7.73,2014-06-20,,,,,,,23.25,,8.08,35.4,20.7,43.25,1.02,5.21,0.01,18.38,590.0,0.33,0.58,0.35,1.38,-5.59,0.91,0.22,,0.026000000000000002,,0.002,CELL,P2,KA32,7.9,25.03,32.41,19.99,55816.07,8.54,129.54,36.69,,CELL,2014-06-20,26.35,67.88,319.99,3.06,182.3,0.0,JUN112014P2
JUN112014,39.65,8.64,13.15,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,7.73,2014-06-20,,,,,,,23.5,,8.08,35.1,20.6,40.16,0.83,4.73,0.01,18.8,591.0,0.33,2.68,0.35,0.66,-7.42,0.94,0.12,,0.038,,0.005,CELL,P3,KA32,8.07,24.96,31.59,20.03,81112.99,7.72,129.96,57.05,620.74,CELL,2014-06-20,26.35,67.88,319.99,3.06,182.3,0.0,JUN112014P3
JUN112014,38.03,8.03,12.21,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,7.73,2014-06-20,,,,,,,24.75,,8.05,35.1,20.7,42.06,2.07,5.15,0.01,18.09,592.0,0.33,3.19,0.34,1.68,-3.95,0.9,0.13,,0.036000000000000004,,0.006999999999999999,CELL,P4,KA32,7.91,25.95,33.58,20.35,51058.96,8.76,132.3,33.48,,CELL,2014-06-20,26.35,67.88,319.99,3.06,182.3,0.0,JUN112014P4
JUN112014,39.46,7.42,12.47,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,7.73,2014-06-20,,,,,,,24.5,,8.05,35.0,20.5,40.94,3.05,5.0,0.03,18.12,593.0,0.3,6.13,0.34,2.09,-12.99,0.9,0.34,,0.036000000000000004,,0.008,CELL,P5,KA32,7.9,25.15,32.54,19.83,52714.65,8.33,125.12,34.72,,CELL,2014-06-20,26.35,67.88,319.99,3.06,182.3,0.0,JUN112014P5
JUN112014,39.29,7.45,11.21,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,7.73,2014-06-20,,,,,,,23.25,0.25,7.95,35.0,20.4,45.73,3.18,5.68,0.02,17.82,594.0,0.33,2.58,0.35,1.1,-5.41,0.8,22.58,,,,0.002,CELL,P6,KA32,7.95,24.81,31.94,19.87,55180.57,8.31,125.7,36.56,,CELL,2014-06-20,26.35,67.88,319.99,3.06,182.3,0.0,JUN112014P6
JUN112014,40.21,7.91,12.31,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,10.74,2014-06-23,"1x, 0.11",10.73958333,1.0,768.75,0.519,398.98125,21.75,0.58,8.14,34.8,22.0,45.54,0.28,5.77,0.02,17.49,595.0,0.48,4.3,0.52,,-5.7,1.47,1.03,0.0,,0.0,,CELL,P1,KA32,7.93,24.84,29.66,20.52,54899.62,8.44,127.19,36.37,,CELL,2014-06-23,25.4,73.75,197.68,2.22,146.74,0.28,JUN112014P1
JUN112014,39.46,8.04,12.56,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,10.74,2014-06-23,"3x, 0.3",10.73958333,1.0,717.5,0.495,355.1625,21.5,0.58,8.14,34.6,21.9,45.4,0.46,5.87,0.01,17.12,596.0,0.44,,0.5,,-12.5,1.45,0.59,0.0,,0.0,,CELL,P2,KA32,7.92,24.85,29.7,20.57,56984.96,7.92,120.03,37.96,,CELL,2014-06-23,25.4,73.75,197.68,2.22,146.74,0.28,JUN112014P2
JUN112014,33.41,7.94,12.76,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,10.74,2014-06-23,"3x, 0.3",10.73958333,1.0,717.5,0.502,360.185,21.75,0.58,8.14,33.8,21.8,44.21,0.17,5.06,0.01,19.35,597.0,0.46,,0.5,,-8.19,1.47,2.65,0.0,,0.0,,CELL,P3,KA32,7.92,24.92,29.85,20.61,93628.96,7.07,126.1,67.24,455.74,CELL,2014-06-23,25.4,73.75,197.68,2.22,146.74,0.28,JUN112014P3
JUN112014,37.65,8.52,7.76,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,10.74,2014-06-23,"3x, 0.214",10.73958333,1.0,512.5,0.535387533,274.3861108,23.25,0.5,8.13,34.8,21.8,46.27,0.27,6.14,0.0,16.69,598.0,,,,,,1.43,0.6,0.0,,0.0,,CELL,P4,KA32,7.95,25.47,30.66,20.93,53477.5,8.28,125.0,35.29,,CELL,2014-06-23,25.4,73.75,197.68,2.22,146.74,0.28,JUN112014P4
JUN112014,38.54,8.78,12.77,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,10.74,2014-06-23,"3x, 0.214",10.73958333,1.0,512.5,0.48,246.0,23.25,0.42,8.17,34.8,21.8,45.04,0.14,6.08,0.0,16.4,599.0,0.37,,0.48,,,1.42,0.27,0.0,,0.0,,CELL,P5,KA32,7.96,25.15,30.53,20.51,53649.53,7.78,116.88,35.43,,CELL,2014-06-23,25.4,73.75,197.68,2.22,146.74,0.28,JUN112014P5
JUN112014,38.87,7.92,10.39,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,10.74,2014-06-23,"1x, 0.11",10.73958333,1.0,768.75,0.49,376.6875,22.0,0.42,8.22,35.0,21.5,46.37,0.37,5.7,0.0,18.01,600.0,0.44,,0.49,,-11.36,1.43,0.53,0.0,,0.0,,CELL,P6,KA32,7.91,25.34,30.94,20.53,56182.46,7.68,117.77,37.34,,CELL,2014-06-23,25.4,73.75,197.68,2.22,146.74,0.28,JUN112014P6
JUN112014,36.63,8.1,11.55,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"1x, 0.11",6.993055556,2.0,768.75,0.444166667,341.453125,21.5,0.58,7.99,36.0,22.9,33.86,0.74,4.32,0.09,17.37,601.0,0.43,2.46,0.44,2.55,-3.96,1.1,0.21,0.0,0.129,0.0,0.011000000000000001,CELL,P1,KA32,7.9,25.57,30.74,21.32,56040.46,8.3,128.03,37.31,,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0,JUN112014P1
JUN112014,36.82,7.45,9.92,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"3x, 0.3",3.0,4.0,717.5,0.18883333300000002,135.4879167,21.25,0.33,7.96,35.0,22.6,51.99,1.24,6.24,0.01,18.46,602.0,0.19,2.87,0.19,0.5,1.64,0.47,1.52,0.0,0.147,0.0,0.027999999999999997,CELL,P2,KA32,7.8,25.54,30.88,21.2,59212.58,8.06,125.55,39.6,,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0,JUN112014P2
JUN112014,36.52,8.53,10.78,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"3x, 0.3",3.0,4.0,717.5,0.18258333300000001,131.0035417,21.5,0.58,7.94,36.1,22.5,53.95,1.2,6.42,0.01,18.61,603.0,0.18,1.42,0.18,0.78,0.35,0.47,0.25,0.0,0.15,0.0,0.027999999999999997,CELL,P3,KA32,7.79,25.73,31.46,21.11,56430.45,7.74,119.2,37.49,479.73,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0,JUN112014P3
JUN112014,31.16,7.57,11.44,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"3x, 0.214",3.0,4.0,512.5,0.291609877,149.4500617,22.75,0.58,7.99,35.7,22.8,73.64,0.66,7.11,0.0,22.93,604.0,0.29,1.75,0.29,0.62,-2.07,0.76,0.4,0.0,0.182,0.0,0.038,CELL,P4,KA32,7.86,26.5,32.02,21.84,56124.95,8.37,130.48,37.24,,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0,JUN112014P4
JUN112014,39.71,7.4,13.48,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"3x, 0.214",3.0,4.0,512.5,0.286820513,146.9955128,22.75,0.5,8.0,35.6,22.7,73.08,2.39,7.16,0.01,22.6,605.0,0.28,2.23,0.29,0.86,-1.44,0.75,0.27,0.0,0.18100000000000002,0.0,0.039,CELL,P5,KA32,7.86,26.44,32.2,21.48,56885.92,7.96,124.56,37.81,,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0,JUN112014P5
JUN112014,30.72,7.4,12.68,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"1x, 0.11",6.993055556,2.0,768.75,0.411693122,316.4890873,22.0,0.42,8.0,35.9,22.5,32.01,6.21,3.48,0.07,20.37,606.0,0.41,3.64,0.41,1.81,-1.63,1.06,0.47,0.0,0.139,0.0,0.013000000000000001,CELL,P6,KA32,7.89,26.24,31.76,21.53,58861.2,6.6,104.13,39.31,,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0,JUN112014P6
JUN112014,40.3,8.7,12.11,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,19.73,2014-07-02,"3x, 0.3",2.0,5.0,1025.0,0.137200699,140.630717,23.5,,7.85,35.1,22.7,60.99,3.67,8.44,0.04,16.01,607.0,0.14,3.69,0.14,2.44,5.19,0.34,1.91,75.009,0.166,0.0,0.025,CELL,P2,KA32,7.85,28.86,36.53,22.25,20893.01,5.31,74.8,13.82,,CELL,2014-07-02,27.36,76.75,22.76,2.97,180.74,0.0,JUN112014P2
JUN112014,32.15,7.04,12.39,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,19.73,2014-07-02,"3x, 0.3",2.0,5.0,1025.0,0.106426011,109.0866615,23.5,,7.86,35.8,22.5,64.33,2.74,8.89,0.04,16.02,608.0,0.11,2.31,0.11,1.55,0.47,0.31,4.15,62.464,0.158,0.0,0.024,CELL,P3,KA32,7.86,28.85,35.67,22.23,19759.61,5.02,70.19,12.98,649.72,CELL,2014-07-02,27.36,76.75,22.76,2.97,180.74,0.0,JUN112014P3
JUN112014,36.15,7.68,13.13,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42819298200000006,329.1733553,21.5,0.67,7.93,35.8,23.0,33.79,1.91,4.73,0.02,15.83,609.0,0.43,3.08,0.43,1.38,0.52,1.02,0.39,0.0,0.055999999999999994,0.0,0.006,CELL,P1,KA32,7.91,27.17,33.44,21.9,57068.16,8.29,132.4,37.94,,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0,JUN112014P1
JUN112014,38.47,7.15,13.11,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,,24.73263889,,,,,21.5,0.4,7.98,35.8,22.8,78.63,1.62,7.09,0.02,24.57,610.0,0.25,0.8,0.25,1.61,-0.05,0.64,0.83,0.0,0.12300000000000001,,0.040999999999999995,CELL,P2,KA32,7.8,27.01,33.33,21.84,60435.66,8.31,133.79,40.47,,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0,JUN112014P2
JUN112014,37.88,7.03,14.17,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,,24.73263889,,,,,21.75,0.35,8.01,36.0,22.8,76.02,2.76,6.15,0.2,27.39,611.0,0.26,2.47,0.26,2.63,0.65,0.66,0.7,0.0,0.21,,0.055999999999999994,CELL,P3,KA32,7.8,27.11,33.33,21.83,56575.87,6.33,100.02,37.55,617.44,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0,JUN112014P3
JUN112014,40.78,10.63,11.99,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,"3x, 0.214",3.0,7.0,512.5,0.285490669,146.31396769999998,22.75,0.67,8.02,35.1,23.1,87.5,3.91,9.12,0.03,21.24,612.0,0.28,6.56,0.29,2.01,-1.15,0.7,0.59,0.0,0.113,0.0,0.03,CELL,P4,KA32,7.87,27.87,34.33,22.59,55656.33,8.33,132.7,36.84,,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0,JUN112014P4
JUN112014,37.77,9.51,12.07,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,"3x, 0.214",3.0,7.0,512.5,0.287539683,147.36408730000002,22.75,0.67,8.02,35.4,23.1,85.96,4.43,9.57,0.04,19.9,613.0,0.29,0.46,0.29,1.32,-0.62,0.71,0.43,0.0,0.132,0.0,0.031,CELL,P5,KA32,7.87,27.51,33.79,22.21,56621.18,8.23,130.72,37.58,,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0,JUN112014P5
JUN112014,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.0,0.336,0.0,0.03,CELL,P6,KA32,7.89,27.62,34.0,22.52,58371.87,7.03,113.48,38.91,,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0,JUN112014P6
JUN112014,,,,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,"1x, 0.11",7.0,4.0,768.75,0.223576923,171.8747596,21.5,0.5,7.44,35.5,24.4,41.81,2.79,5.47,0.07,16.93,615.0,0.23,4.15,0.22,3.07,3.61,0.42,0.72,0.0,,0.0,,CELL,P1,KA32,7.66,28.55,33.63,23.79,56234.11,4.77,78.32,37.27,,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0,JUN112014P1
JUN112014,36.45,10.49,12.36,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,,5.0,,,,,21.0,0.69,7.76,35.2,24.4,75.18,3.66,8.1,0.02,20.56,616.0,0.23,5.58,0.22,1.8,7.49,0.54,0.43,0.0,0.075,,0.026000000000000002,CELL,P2,KA32,7.71,28.37,33.47,23.7,59778.18,7.94,130.06,39.93,,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0,JUN112014P2
JUN112014,33.09,10.31,12.36,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,,5.0,,,,,21.75,0.5,7.74,35.1,24.5,78.54,3.21,8.24,0.02,21.11,617.0,0.23,6.75,0.22,4.68,7.24,0.51,0.82,0.0,0.055999999999999994,,0.024,CELL,P3,KA32,7.72,28.38,33.31,23.63,55457.15,5.89,94.7,36.68,517.69,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0,JUN112014P3
JUN112014,33.6,10.37,13.35,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,"3x, 0.214",5.0,9.0,512.5,0.245626857,125.88376409999998,22.5,0.5,7.83,34.1,24.6,85.68,2.94,7.86,0.03,24.15,618.0,0.25,5.46,0.25,4.54,2.18,0.59,0.52,0.0,0.11199999999999999,0.0,0.037000000000000005,CELL,P4,KA32,7.81,29.32,35.08,24.31,54933.81,7.97,129.59,36.26,,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0,JUN112014P4
JUN112014,36.33,10.88,14.09,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,"3x, 0.214",5.0,9.0,512.5,0.260709745,133.6137441,22.75,0.44,7.9,35.5,24.5,96.74,3.79,8.96,0.01,23.9,619.0,0.28,1.85,0.26,0.44,6.7,0.58,0.34,0.0,0.03,0.0,0.027999999999999997,CELL,P5,KA32,7.83,28.58,33.9,23.8,56413.15,8.06,130.27,37.39,,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0,JUN112014P5
JUN112014,32.55,6.11,12.34,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,"1x, 0.11",7.0,4.0,768.75,0.204329066,157.0779694,22.0,0.38,7.62,34.4,24.6,42.42,5.31,6.69,0.04,14.04,620.0,0.22,4.47,0.2,2.34,6.76,0.43,1.24,0.0,,0.0,,CELL,P6,KA32,7.71,28.65,33.87,23.91,57376.18,5.16,84.47,38.11,,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0,JUN112014P6
JUN112014,,,,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,33.73,2014-07-16,"1x, 0.11",2.0,5.0,1025.0,0.094666667,97.03333333,23.75,0.25,7.74,34.5,25.1,31.27,2.88,4.01,0.01,17.28,621.0,0.1,2.93,0.09,3.89,9.16,0.17,1.45,100.975,,0.0,,CELL,P1,KA32,7.57,25.14,26.14,24.64,54689.38,4.21,62.71,36.21,,CELL,2014-07-16,27.67,81.38,284.34,3.88,171.24,0.0,JUN112014P1
JUN112014,,,,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,33.73,2014-07-16,"1x, 0.11",2.0,5.0,1025.0,0.07326666700000001,75.09833333,23.5,0.5,7.76,35.1,24.9,31.27,1.86,4.11,0.03,16.86,622.0,0.08,4.37,0.07,2.63,13.31,0.08,5.75,96.791,,0.0,,CELL,P6,KA32,7.65,25.22,26.61,24.66,56259.37,3.8,57.01,37.38,,CELL,2014-07-16,27.67,81.38,284.34,3.88,171.24,0.0,JUN112014P6
JUN112014,30.99,10.88,12.57,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,34.73,2014-07-17,,,,,,,23.5,,8.94,35.4,22.0,,,,,,623.0,,,,,,0.25,0.61,,,,,CELL,P2,KA32,8.28,25.88,30.84,21.76,57717.43,8.49,131.63,38.45,,CELL,2014-07-17,27.13,72.81,291.45,3.54,179.32,0.0,JUN112014P2
JUN112014,35.69,10.27,12.72,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,34.73,2014-07-17,,,,,,,23.5,,8.71,35.2,22.2,,,,,,624.0,,,,,,0.19,0.54,,,,,CELL,P3,KA32,8.21,25.98,30.85,21.8,53631.68,6.64,101.47,35.39,492.85,CELL,2014-07-17,27.13,72.81,291.45,3.54,179.32,0.0,JUN112014P3
JUN112014,36.42,7.93,12.99,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,34.73,2014-07-17,,,,,,,23.5,1.0,8.64,33.3,22.3,,,,,,625.0,,,,,,0.22,0.27,,,,,CELL,P4,KA32,8.24,26.77,31.77,22.17,51813.0,8.09,124.35,34.02,,CELL,2014-07-17,27.13,72.81,291.45,3.54,179.32,0.0,JUN112014P4
JUN112014,34.6,7.96,13.42,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,34.73,2014-07-17,,,,,,,23.5,0.5,8.8,34.1,22.1,,,,,,626.0,,,,,,0.32,0.18,,,,,CELL,P5,KA32,8.3,26.36,31.24,21.6,53382.2,7.82,119.83,35.19,,CELL,2014-07-17,27.13,72.81,291.45,3.54,179.32,0.0,JUN112014P5
SEP102014,32.36,10.92,13.3,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,26.69,2014-10-08,"3x, 0.214",1.9166666669999999,7.0,512.5,0.230697674,118.2325581,23.5,,7.9,33.7,23.1,50.96,1.45,5.87,0.02,19.23,627.0,0.26,11.2,0.23,3.37,11.43,0.42,0.6,0.0,0.158,0.0,0.032,CELL,P1,KA32,7.68,26.43,31.64,22.9,52588.37,9.65,148.16,34.6,,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0,SEP102014P1
SEP102014,39.86,13.11,11.91,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,26.69,2014-10-08,"3x, 0.214",1.9166666669999999,7.0,512.5,0.212432432,108.8716216,23.5,,7.8,34.1,23.2,52.01,0.36,5.77,0.02,19.95,628.0,0.22,2.56,0.21,1.5,4.94,0.47,0.65,0.0,0.16899999999999998,0.0,0.035,CELL,P2,KA32,7.63,26.4,31.73,22.88,52932.09,8.72,133.75,34.86,,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0,SEP102014P2
SEP102014,37.35,13.47,13.69,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,26.69,2014-10-08,"3x, 0.214",1.9166666669999999,7.0,512.5,0.17093333300000002,87.60333333,23.0,0.25,7.9,34.0,23.3,51.82,0.61,5.76,0.01,19.92,629.0,0.18,4.72,0.17,2.6,4.4,0.36,0.84,0.0,0.243,0.0,0.052000000000000005,CELL,P3,KA32,7.64,26.37,31.74,22.77,53001.2,8.62,132.28,34.91,438.69,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0,SEP102014P3
SEP102014,32.7,14.86,13.9,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,26.69,2014-10-08,"1x, 0.11",26.69444444,1.0,768.75,0.22387387399999997,172.1030405,24.75,,7.9,35.8,23.2,67.25,6.45,5.36,0.01,27.78,630.0,0.24,3.2,0.22,1.15,8.24,0.46,0.76,0.0,0.20800000000000002,0.0,0.011000000000000001,CELL,P4,KA32,7.66,27.92,33.29,23.91,54621.13,8.12,128.62,36.07,,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0,SEP102014P4
SEP102014,36.42,13.22,12.76,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,26.69,2014-10-08,"1x, 0.11",26.69444444,1.0,768.75,0.244747475,188.14962119999998,24.25,0.5,7.9,36.6,23.2,66.85,2.85,6.41,0.01,23.08,631.0,0.24,0.97,0.24,6.36,0.05,0.51,0.3,0.0,0.177,0.0,,CELL,P5,KA32,7.64,27.41,32.89,22.97,54978.48,7.86,123.42,36.36,,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0,SEP102014P5
SEP102014,31.73,16.67,14.23,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,26.69,2014-10-08,"1x, 0.11",26.69444444,1.0,768.75,0.290761905,223.5232143,24.75,0.25,7.9,37.9,23.2,68.74,0.93,6.12,0.0,24.88,632.0,0.32,4.99,0.29,1.54,8.48,0.5,0.86,0.0,0.085,0.0,0.001,CELL,P6,KA32,7.66,27.27,32.97,23.18,56880.41,8.31,131.64,37.78,,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0,SEP102014P6
SEP102014,35.92,,14.11,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,33.69,2014-10-15,"3x, 0.214",2.0,10.0,512.5,0.132910053,68.11640212,23.5,1.5,7.6,35.8,23.5,38.1,0.74,5.26,0.04,16.04,633.0,0.14,1.21,0.13,2.44,7.92,0.29,1.05,0.0,0.021,0.0,0.02,CELL,P1,KA32,7.62,26.43,31.16,23.25,55010.32,8.65,134.12,36.4,,CELL,2014-10-15,27.58,75.93,196.37,2.52,150.86,0.0,SEP102014P1
SEP102014,35.84,,14.54,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,33.69,2014-10-15,"3x, 0.214",2.0,10.0,512.5,0.170069444,87.16059028,24.25,0.75,7.64,36.8,23.5,36.07,0.98,4.75,0.06,16.83,634.0,0.18,1.05,0.17,0.6,5.11,0.38,1.06,0.0,,0.0,0.013999999999999999,CELL,P2,KA32,7.66,26.4,31.04,23.28,55385.39,7.45,115.38,36.69,,CELL,2014-10-15,27.58,75.93,196.37,2.52,150.86,0.0,SEP102014P2
SEP102014,37.11,13.09,12.11,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,33.69,2014-10-15,"1x, 0.11",7.0,2.0,768.75,0.28522222199999997,219.2645833,22.75,2.0,7.48,35.2,23.5,32.24,0.7,3.29,0.01,21.72,635.0,0.3,2.7,0.29,2.01,5.96,0.56,0.65,0.0,0.061,0.0,0.011000000000000001,CELL,P4,KA32,7.57,27.82,32.88,24.05,54766.97,6.22,98.78,36.18,,CELL,2014-10-15,27.58,75.93,196.37,2.52,150.86,0.0,SEP102014P4
SEP102014,34.33,9.0,11.57,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,33.69,2014-10-15,"1x, 0.11",7.0,2.0,1025.0,0.233333333,239.16666669999998,24.5,0.25,7.55,35.3,23.5,33.22,0.46,3.9,0.0,18.86,636.0,0.25,2.43,0.23,2.38,7.35,0.46,1.33,43.348,,0.0,,CELL,P5,KA32,8.08,28.66,38.03,23.06,20566.15,4.01,56.12,13.44,,CELL,2014-10-15,27.58,75.93,196.37,2.52,150.86,0.0,SEP102014P5
SEP102014,41.77,,11.55,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,33.69,2014-10-15,"1x, 0.11",7.0,2.0,1025.0,0.134390244,137.75,23.5,1.5,7.47,35.9,23.5,37.47,0.94,4.61,0.02,17.99,637.0,0.16,14.16,0.13,12.96,14.79,0.17,7.6,41.861000000000004,,0.0,,CELL,P6,KA32,8.07,28.79,38.1,23.28,21184.96,3.99,56.02,13.9,,CELL,2014-10-15,27.58,75.93,196.37,2.52,150.86,0.0,SEP102014P6
JUN112014,45.06,11.42,10.01,JUN112014,KA32,KA32_06132014,KA32_06132014_Pond,11.7,2014-06-25,"1x, 0.11",11.69791667,1.0,768.75,0.523333333,402.3125,24.5,0.21,8.18,35.4,14.1,21.79,2.0,1.4,0.03,34.39,682.0,0.55,0.92,0.52,2.76,3.96,2.29,0.96,0.0,0.026000000000000002,0.0,0.006,CP,P1,KA32,7.92,19.49,25.6,13.7,48774.33,10.01,134.9,32.19,,CP,2014-06-25,15.22,75.62,347.0,1.44,274.46,0.0,JUN112014P1
